Sample_name	ENA_Accession	Lane	Barcode	Primer_code	ASV_table	Tagging_primers1	Tagging_primers2	Tagging_primers3	Abbreviated_description	Long_description	custom_scripts_ID
R175L1BC34_V3V4GI502	ERS4560732	L1	BC34	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S159.2	wild A. thaliana sample "S159" with V3V4 16S rDNA primers, Replicate 2	S34xV3V4GI502xmeta_S63
R175L1BC35_V3V4GI502	ERS4560733	L1	BC35	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S167.2	wild A. thaliana sample "S167" with V3V4 16S rDNA primers, Replicate 2	S35xV3V4GI502xmeta_S71
R175L1BC36_V3V4GI502	ERS4560734	L1	BC36	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S132.2	wild A. thaliana sample "S132" with V3V4 16S rDNA primers, Replicate 2	S36xV3V4GI502xmeta_S36
R175L1BC37_V3V4GI502	ERS4560735	L1	BC37	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S179.2	wild A. thaliana sample "S179" with V3V4 16S rDNA primers, Replicate 2	S37xV3V4GI502xmeta_S83
R175L1BC38_V3V4GI502	ERS4560736	L1	BC38	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S157.2	wild A. thaliana sample "S157" with V3V4 16S rDNA primers, Replicate 2	S38xV3V4GI502xmeta_S61
R175L1BC39_V3V4GI502	ERS4560737	L1	BC39	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S19.2	wild A. thaliana sample "S19" with V3V4 16S rDNA primers, Replicate 2	S39xV3V4GI502xmeta_S19
R175L1BC40_V3V4GI502	ERS4560738	L1	BC40	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S15.2	wild A. thaliana sample "S15" with V3V4 16S rDNA primers, Replicate 2	S40xV3V4GI502xmeta_S15
R175L1BC41_V3V4GI502	ERS4560739	L1	BC41	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S176.3	wild A. thaliana sample "S176" with V3V4 16S rDNA primers, Replicate 3	S41xV3V4GI502xmeta_S80
R175L1BC42_V3V4GI502	ERS4560740	L1	BC42	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S159.3	wild A. thaliana sample "S159" with V3V4 16S rDNA primers, Replicate 3	S42xV3V4GI502xmeta_S63
R175L1BC43_V3V4GI502	ERS4560741	L1	BC43	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S167.3	wild A. thaliana sample "S167" with V3V4 16S rDNA primers, Replicate 3	S43xV3V4GI502xmeta_S71
R175L1BC44_V3V4GI502	ERS4560742	L1	BC44	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S132.3	wild A. thaliana sample "S132" with V3V4 16S rDNA primers, Replicate 3	S44xV3V4GI502xmeta_S36
R175L1BC45_V3V4GI502	ERS4560743	L1	BC45	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S179.3	wild A. thaliana sample "S179" with V3V4 16S rDNA primers, Replicate 3	S45xV3V4GI502xmeta_S83
R175L1BC46_V3V4GI502	ERS4560744	L1	BC46	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S157.3	wild A. thaliana sample "S157" with V3V4 16S rDNA primers, Replicate 3	S46xV3V4GI502xmeta_S61
R175L1BC47_V3V4GI502	ERS4560745	L1	BC47	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S19.3	wild A. thaliana sample "S19" with V3V4 16S rDNA primers, Replicate 3	S47xV3V4GI502xmeta_S19
R175L1BC48_V3V4GI502	ERS4560746	L1	BC48	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S15.3	wild A. thaliana sample "S15" with V3V4 16S rDNA primers, Replicate 3	S48xV3V4GI502xmeta_S15
R175L1BC49_V4r806GI502	ERS4560747	L1	BC49	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S176.1	wild A. thaliana sample "S176" with V4 16S rDNA primers, Replicate 1	S49xV4r806GI502xmeta_S80
R175L1BC50_V4r806GI502	ERS4560748	L1	BC50	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S159.1	wild A. thaliana sample "S159" with V4 16S rDNA primers, Replicate 1	S50xV4r806GI502xmeta_S63
R175L1BC51_V4r806GI502	ERS4560749	L1	BC51	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S167.1	wild A. thaliana sample "S167" with V4 16S rDNA primers, Replicate 1	S51xV4r806GI502xmeta_S71
R175L1BC52_V4r806GI502	ERS4560750	L1	BC52	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S132.1	wild A. thaliana sample "S132" with V4 16S rDNA primers, Replicate 1	S52xV4r806GI502xmeta_S36
R175L1BC53_V4r806GI502	ERS4560751	L1	BC53	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S179.1	wild A. thaliana sample "S179" with V4 16S rDNA primers, Replicate 1	S53xV4r806GI502xmeta_S83
R175L1BC54_V4r806GI502	ERS4560752	L1	BC54	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S157.1	wild A. thaliana sample "S157" with V4 16S rDNA primers, Replicate 1	S54xV4r806GI502xmeta_S61
R175L1BC55_V4r806GI502	ERS4560753	L1	BC55	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S19.1	wild A. thaliana sample "S19" with V4 16S rDNA primers, Replicate 1	S55xV4r806GI502xmeta_S19
R175L1BC56_V4r806GI502	ERS4560754	L1	BC56	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S15.1	wild A. thaliana sample "S15" with V4 16S rDNA primers, Replicate 1	S56xV4r806GI502xmeta_S15
R175L1BC57_V4r806GI502	ERS4560755	L1	BC57	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S176.2	wild A. thaliana sample "S176" with V4 16S rDNA primers, Replicate 2	S57xV4r806GI502xmeta_S80
R175L1BC58_V4r806GI502	ERS4560756	L1	BC58	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S159.2	wild A. thaliana sample "S159" with V4 16S rDNA primers, Replicate 2	S58xV4r806GI502xmeta_S63
R175L1BC59_V4r806GI502	ERS4560757	L1	BC59	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S167.2	wild A. thaliana sample "S167" with V4 16S rDNA primers, Replicate 2	S59xV4r806GI502xmeta_S71
R175L1BC60_V4r806GI502	ERS4560758	L1	BC60	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S132.2	wild A. thaliana sample "S132" with V4 16S rDNA primers, Replicate 2	S60xV4r806GI502xmeta_S36
R175L1BC61_V4r806GI502	ERS4560759	L1	BC61	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S179.2	wild A. thaliana sample "S179" with V4 16S rDNA primers, Replicate 2	S61xV4r806GI502xmeta_S83
R175L1BC62_V4r806GI502	ERS4560760	L1	BC62	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S157.2	wild A. thaliana sample "S157" with V4 16S rDNA primers, Replicate 2	S62xV4r806GI502xmeta_S61
R175L1BC63_V4r806GI502	ERS4560761	L1	BC63	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S19.2	wild A. thaliana sample "S19" with V4 16S rDNA primers, Replicate 2	S63xV4r806GI502xmeta_S19
R175L1BC64_V4r806GI502	ERS4560762	L1	BC64	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S15.2	wild A. thaliana sample "S15" with V4 16S rDNA primers, Replicate 2	S64xV4r806GI502xmeta_S15
R175L1BC65_V4r806GI502	ERS4560763	L1	BC65	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S176.3	wild A. thaliana sample "S176" with V4 16S rDNA primers, Replicate 3	S65xV4r806GI502xmeta_S80
R175L1BC66_V4r806GI502	ERS4560764	L1	BC66	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S159.3	wild A. thaliana sample "S159" with V4 16S rDNA primers, Replicate 3	S66xV4r806GI502xmeta_S63
R175L1BC67_V4r806GI502	ERS4560765	L1	BC67	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S167.3	wild A. thaliana sample "S167" with V4 16S rDNA primers, Replicate 3	S67xV4r806GI502xmeta_S71
R175L1BC68_V4r806GI502	ERS4560766	L1	BC68	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S132.3	wild A. thaliana sample "S132" with V4 16S rDNA primers, Replicate 3	S68xV4r806GI502xmeta_S36
R175L1BC69_V4r806GI502	ERS4560767	L1	BC69	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S179.3	wild A. thaliana sample "S179" with V4 16S rDNA primers, Replicate 3	S69xV4r806GI502xmeta_S83
R175L1BC70_V4r806GI502	ERS4560768	L1	BC70	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S157.3	wild A. thaliana sample "S157" with V4 16S rDNA primers, Replicate 3	S70xV4r806GI502xmeta_S61
R175L1BC71_V4r806GI502	ERS4560769	L1	BC71	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S19.3	wild A. thaliana sample "S19" with V4 16S rDNA primers, Replicate 3	S71xV4r806GI502xmeta_S19
R175L1BC72_V4r806GI502	ERS4560770	L1	BC72	V4r806GI502	R175L1_zOtutab	515_F1_G-46603; 806_R1_G-46631	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V4_meta_S15.3	wild A. thaliana sample "S15" with V4 16S rDNA primers, Replicate 3	S72xV4r806GI502xmeta_S15
R175L1BC73_V4GI502	ERS4560771	L1	BC73	V4GI502	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wildDNA5ng	Pooled wild A. thaliana leaf, 5 ng template	S73xV4GI502xwildDNA5ng
R175L1BC74_V4GI502	ERS4560772	L1	BC74	V4GI502	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wildDNA10ng	Pooled wild A. thaliana leaf, 10 ng template	S74xV4GI502xwildDNA10ng
R175L1BC75_V4GI502	ERS4560773	L1	BC75	V4GI502	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wildDNA25ng	Pooled wild A. thaliana leaf, 25 ng template	S75xV4GI502xwildDNA25ng
R175L1BC76_V4GI502	ERS4560774	L1	BC76	V4GI502	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wildDNA50ng	Pooled wild A. thaliana leaf, 50 ng template	S76xV4GI502xwildDNA50ng
R175L1BC77_V4GI502	ERS4560775	L1	BC77	V4GI502	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wildDNA100ng	Pooled wild A. thaliana leaf, 100 ng template	S77xV4GI502xwildDNA100ng
R175L1BC78_V4GI502	ERS4560776	L1	BC78	V4GI502	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wildDNA200ng	Pooled wild A. thaliana leaf, 200 ng template	S78xV4GI502xwildDNA200ng
R175L1BC79_V4GI502	ERS4560777	L1	BC79	V4GI502	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wildDNA300ng	Pooled wild A. thaliana leaf, 300 ng template	S79xV4GI502xwildDNA300ng
R175L1BC80_V4GI502	ERS4560778	L1	BC80	V4GI502	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wildDNA500ng	Pooled wild A. thaliana leaf, 500 ng template	S80xV4GI502xwildDNA500ng
R175L4BC9_V4GI502	ERS4560779	L4	BC9	V4GI502	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wild_GIto16S_10to1	Pooled wild A. thaliana leaf, 10 to 1 GI primer to 16S rDNA primer ratio	S9xV4GI502xwild_GIto16S_10to1
R175L4BC10_V4GI502	ERS4560780	L4	BC10	V4GI502	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wild_GIto16S_6to1	Pooled wild A. thaliana leaf, 6 to 1 GI primer to 16S rDNA primer ratio	S10xV4GI502xwild_GIto16S_6to1
R175L4BC11_V4GI502	ERS4560781	L4	BC11	V4GI502	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wild_GIto16S_3to1	Pooled wild A. thaliana leaf, 3 to 1 GI primer to 16S rDNA primer ratio	S11xV4GI502xwild_GIto16S_3to1
R175L4BC12_V4GI502	ERS4560782	L4	BC12	V4GI502	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wild_GIto16S_1to1	Pooled wild A. thaliana leaf, 1 to 1 GI primer to 16S rDNA primer ratio, Replicate 1	S12xV4GI502xwild_GIto16S_1to1
R175L4BC13_V4GI502	ERS4560783	L4	BC13	V4GI502	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wild_GIto16S_1to1	Pooled wild A. thaliana leaf, 1 to 1 GI primer to 16S rDNA primer ratio, Replicate 2	S13xV4GI502xwild_GIto16S_1to1
R175L4BC14_V4GI502	ERS4560784	L4	BC14	V4GI502	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wild_GIto16S_1to3	Pooled wild A. thaliana leaf, 1 to 3 GI primer to 16S rDNA primer ratio	S14xV4GI502xwild_GIto16S_1to3
R175L4BC15_V4GI502	ERS4560785	L4	BC15	V4GI502	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wild_GIto16S_1to6	Pooled wild A. thaliana leaf, 1 to 6 GI primer to 16S rDNA primer ratio	S15xV4GI502xwild_GIto16S_1to6
R175L4BC16_V4GI502	ERS4560786	L4	BC16	V4GI502	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	wild_GIto16S_1to10	Pooled wild A. thaliana leaf, 1 to 10 GI primer to 16S rDNA primer ratio	S16xV4GI502xwild_GIto16S_1to10
R175L4BC25_altV4CaGI	ERS4560787	L4	BC25	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc11dpi.1	Capsicum annuum (pepper) growth curve, 11 dpi, Replicate 1	S25xaltV4CaGIxgc11dpi.1
R175L4BC26_altV4CaGI	ERS4560788	L4	BC26	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc11dpi.2	Capsicum annuum (pepper) growth curve, 11 dpi, Replicate 2	S26xaltV4CaGIxgc11dpi.2
R175L4BC27_altV4CaGI	ERS4560789	L4	BC27	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc11dpi.3	Capsicum annuum (pepper) growth curve, 11 dpi, Replicate 3	S27xaltV4CaGIxgc11dpi.3
R175L4BC28_altV4CaGI	ERS4560790	L4	BC28	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc11dpi.4	Capsicum annuum (pepper) growth curve, 11 dpi, Replicate 4	S28xaltV4CaGIxgc11dpi.4
R175L4BC29_altV4CaGI	ERS4560791	L4	BC29	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc11dpi.5	Capsicum annuum (pepper) growth curve, 11 dpi, Replicate 5	S29xaltV4CaGIxgc11dpi.5
R175L4BC30_altV4CaGI	ERS4560792	L4	BC30	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc11dpi.6	Capsicum annuum (pepper) growth curve, 11 dpi, Replicate 6	S30xaltV4CaGIxgc11dpi.6
R175L4BC31_altV4CaGI	ERS4560793	L4	BC31	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc9dpi.1	Capsicum annuum (pepper) growth curve, 9 dpi, Replicate 1	S31xaltV4CaGIxgc9dpi.1
R175L4BC32_altV4CaGI	ERS4560794	L4	BC32	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc9dpi.2	Capsicum annuum (pepper) growth curve, 9 dpi, Replicate 2	S32xaltV4CaGIxgc9dpi.2
R175L4BC33_altV4CaGI	ERS4560795	L4	BC33	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc9dpi.3	Capsicum annuum (pepper) growth curve, 9 dpi, Replicate 3	S33xaltV4CaGIxgc9dpi.3
R175L4BC34_altV4CaGI	ERS4560796	L4	BC34	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc9dpi.4	Capsicum annuum (pepper) growth curve, 9 dpi, Replicate 4	S34xaltV4CaGIxgc9dpi.4
R175L4BC35_altV4CaGI	ERS4560797	L4	BC35	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc9dpi.5	Capsicum annuum (pepper) growth curve, 9 dpi, Replicate 5	S35xaltV4CaGIxgc9dpi.5
R175L4BC36_altV4CaGI	ERS4560798	L4	BC36	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc9dpi.6	Capsicum annuum (pepper) growth curve, 9 dpi, Replicate 6	S36xaltV4CaGIxgc9dpi.6
R175L4BC37_altV4CaGI	ERS4560799	L4	BC37	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc7dpi.1	Capsicum annuum (pepper) growth curve, 7 dpi, Replicate 1	S37xaltV4CaGIxgc7dpi.1
R175L4BC38_altV4CaGI	ERS4560800	L4	BC38	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc7dpi.2	Capsicum annuum (pepper) growth curve, 7 dpi, Replicate 2	S38xaltV4CaGIxgc7dpi.2
R175L4BC39_altV4CaGI	ERS4560801	L4	BC39	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc7dpi.3	Capsicum annuum (pepper) growth curve, 7 dpi, Replicate 3	S39xaltV4CaGIxgc7dpi.3
R175L4BC40_altV4CaGI	ERS4560802	L4	BC40	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc7dpi.4	Capsicum annuum (pepper) growth curve, 7 dpi, Replicate 4	S40xaltV4CaGIxgc7dpi.4
R175L4BC41_altV4CaGI	ERS4560803	L4	BC41	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc7dpi.5	Capsicum annuum (pepper) growth curve, 7 dpi, Replicate 5	S41xaltV4CaGIxgc7dpi.5
R175L4BC42_altV4CaGI	ERS4560804	L4	BC42	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc7dpi.6	Capsicum annuum (pepper) growth curve, 7 dpi, Replicate 6	S42xaltV4CaGIxgc7dpi.6
R175L4BC43_altV4CaGI	ERS4560805	L4	BC43	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc4dpi.1	Capsicum annuum (pepper) growth curve, 4 dpi, Replicate 1	S43xaltV4CaGIxgc4dpi.1
R175L4BC44_altV4CaGI	ERS4560806	L4	BC44	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc4dpi.2	Capsicum annuum (pepper) growth curve, 4 dpi, Replicate 2	S44xaltV4CaGIxgc4dpi.2
R175L4BC45_altV4CaGI	ERS4560807	L4	BC45	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc4dpi.3	Capsicum annuum (pepper) growth curve, 4 dpi, Replicate 3	S45xaltV4CaGIxgc4dpi.3
R175L4BC46_altV4CaGI	ERS4560808	L4	BC46	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc4dpi.4	Capsicum annuum (pepper) growth curve, 4 dpi, Replicate 4	S46xaltV4CaGIxgc4dpi.4
R175L4BC47_altV4CaGI	ERS4560809	L4	BC47	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc4dpi.5	Capsicum annuum (pepper) growth curve, 4 dpi, Replicate 5	S47xaltV4CaGIxgc4dpi.5
R175L4BC48_altV4CaGI	ERS4560810	L4	BC48	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc4dpi.6	Capsicum annuum (pepper) growth curve, 4 dpi, Replicate 6	S48xaltV4CaGIxgc4dpi.6
R175L4BC49_altV4CaGI	ERS4560811	L4	BC49	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc2dpi.1	Capsicum annuum (pepper) growth curve, 2 dpi, Replicate 1	S49xaltV4CaGIxgc2dpi.1
R175L4BC50_altV4CaGI	ERS4560812	L4	BC50	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc2dpi.2	Capsicum annuum (pepper) growth curve, 2 dpi, Replicate 2	S50xaltV4CaGIxgc2dpi.2
R175L4BC51_altV4CaGI	ERS4560813	L4	BC51	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc2dpi.3	Capsicum annuum (pepper) growth curve, 2 dpi, Replicate 3	S51xaltV4CaGIxgc2dpi.3
R175L4BC52_altV4CaGI	ERS4560814	L4	BC52	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc2dpi.4	Capsicum annuum (pepper) growth curve, 2 dpi, Replicate 4	S52xaltV4CaGIxgc2dpi.4
R175L4BC53_altV4CaGI	ERS4560815	L4	BC53	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc2dpi.5	Capsicum annuum (pepper) growth curve, 2 dpi, Replicate 5	S53xaltV4CaGIxgc2dpi.5
